"<ID>";"ATPD_00101";"GTIN achat";"ATPDA_72101260";"ATPD_200133"
"AUCH_ACHA_108822955";"P02000000000N71";"3041091563347";"";"Purée de fruits adaptée à bébé."
"AUCH_ACHA_108822976";"P02000000000N6P";"3041091551108";"AB Agriculture biologique";"Plat à base de légumes adapté à bébé"
"AUCH_ACHA_108823016";"P02000000000N9D";"3041091565006";"AB Agriculture biologique";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_108826943";"P02000000000TML";"5900852045578";"";"Dessert lacté aromatisé adapté à bébé"
"AUCH_ACHA_108827985";"A0220040122000363292";"3288131510736";"Eurofeuille;AB Agriculture biologique";"Purée de fruits et riz bio - aliment pour bébés"
"AUCH_ACHA_108828008";"A0220040122000363256";"3288131510743";"Eurofeuille;AB Agriculture biologique";"Purée de pommes et myrtilles bio - aliment pour bébés"
"AUCH_ACHA_108828431";"A0220050216000799715";"3288131510705";"AB Agriculture biologique;Eurofeuille";"Purée de pomme à l'extrait de verveine bio - aliment pour bébés"
"AUCH_ACHA_108828436";"A0220050216000799692";"3288131510767";"Eurofeuille;AB Agriculture biologique";"purée de fruits bio - aliment pour bébés"
"AUCH_ACHA_108831353";"A0220080414000801224";"4062300056251";"AB Agriculture biologique";"Plat complet biologique adapté à l’enfant. Gratin de lasagnes au céleri"
"AUCH_ACHA_108831477";"A0220080414000182554";"4062300086623";"Eurofeuille";"Plat complet biologique adapté à l'enfant. Conchiglie aux Petits légumes"
"AUCH_ACHA_108832286";"A0220090302000525941";"4062300069664";"AB Agriculture biologique";"Purée de fruits biologique adaptée à l’enfant. Pommes Abricots"
"AUCH_ACHA_108832448";"A0220090326000770027";"3041090013911";"";"Céréales lactées pour bébés."
"AUCH_ACHA_108833178";"A0220090929000058907";"3288131510521";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et viande de poulet bio - aliment pour bébés"
"AUCH_ACHA_108836396";"A0220110523000457486";"3288131520919";"Eurofeuille;AB Agriculture biologique";"purée de légumes et riz bio avec morceaux. Aliment pour bébés"
"AUCH_ACHA_108836716";"A0220110629000453787";"4062300163843";"AB Agriculture biologique";"Plat complet biologique adapté à l'enfant. Légumes du potager, dinde, romarin"
"AUCH_ACHA_108836906";"A0220110909000186169";"3041090602054";"";"Céréales lactées aromatisées pour bébés."
"AUCH_ACHA_108837518";"A0220111227000068370";"3041090650611";"";"Céréales lactées aromatisées pour bébés"
"AUCH_ACHA_108839685";"A0220120411000734690";"3770002327098";"Eurofeuille;AB Agriculture biologique;Point vert";"Aliment pour bébé"
"AUCH_ACHA_108839676";"A0220120411000514325";"3770002327043";"Eurofeuille;AB Agriculture biologique;Point vert";"Aliment pour bébé"
"AUCH_ACHA_108840621";"A0220120424000652592";"4062300032842";"AB Agriculture biologique";"Dessert infantile biologique adapté à l'enfant. Semoule au Lait Vanille"
"AUCH_ACHA_108842989";"A0220130318000058021";"3041090767845";"";"Plat à base de légumes et de viande adapté à bébé"
"AUCH_ACHA_108845937";"A0220131206000428516";"3770002327272";"Eurofeuille;AB Agriculture biologique;Point vert";"Aliment pour bébé"
"AUCH_ACHA_108848091";"A0220140506000243466";"4062300055094";"Eurofeuille;AB Agriculture biologique;Marquage métrologique;Point vert";"Biscuit biologique adapté à l'enfant"
"AUCH_ACHA_108848083";"A0220140507000535964";"3041090870729";"";"Plat à base de légumes et de viande adapté à bébé"
"AUCH_ACHA_108848773";"A0220140701000432876";"3770002327401";"Eurofeuille;AB Agriculture biologique;Point vert";"Aliment pour bébé"
"AUCH_ACHA_108852090";"A0220150227000254061";"4062300239913";"AB Agriculture biologique";"Pâtes biologiques adaptées à l'enfant"
"AUCH_ACHA_108851876";"A0220150217000217980";"3770002327418";"Eurofeuille;AB Agriculture biologique;Point vert";"Aliment pout bébé"
"AUCH_ACHA_108853339";"A0220150423000590177";"3288131510798";"Eurofeuille;AB Agriculture biologique";"purée de mangues et pommes bio - aliment pour bébés"
"AUCH_ACHA_108853343";"A0220150423000457595";"3288131540818";"Eurofeuille;AB Agriculture biologique";"Crème dessert semoule vanille bio. Aliment pour bébés"
"AUCH_ACHA_108855403";"A0220150918000859151";"4062300250840";"AB Agriculture biologique;Eurofeuille";"Pâtes biologiques adaptées à l'enfant. Cannelloni aux légumes"
"AUCH_ACHA_108858937";"A0220160322000243981";"4062300259959";"Eurofeuille;AB Agriculture biologique;Marquage métrologique;Point vert";"Plat complet biologique adapté à l’enfant : carottes blanches, légumes, poulet"
"AUCH_ACHA_108859494";"A0220160401000213410";"3770002327746";"Eurofeuille;AB Agriculture biologique";"Céréales instantanées pour bébé"
"AUCH_ACHA_108861591";"A0220160630000085983";"3288131500133";"Eurofeuille;AB Agriculture biologique";"Céréales infantiles biologiques aux fruits."
"AUCH_ACHA_108861677";"A0220160701000554760";"3288131520872";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et riz bio avec morceaux - aliment pour bébés"
"AUCH_ACHA_108861681";"A0220160704000434961";"3288131501666";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et boulgour bio avec morceaux. Aliment pour bébés"
"AUCH_ACHA_108861672";"A0220160701000525905";"3288131520742";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et viande bovine bio avec morceaux - aliment pour bébés"
"AUCH_ACHA_108861723";"A0220160704000523285";"3288131501628";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et viande d'agneau bio avec morceaux - Aliment pour bébés"
"AUCH_ACHA_108861575";"A0220160630000485670";"3288131510415";"Eurofeuille;AB Agriculture biologique";"Purée de légumes bio - aliment pour bébés"
"AUCH_ACHA_108861719";"A0220160701000468542";"3288131520926";"Eurofeuille;AB Agriculture biologique";"Purée de légumes et riz bio avec morceaux. Aliment pour bébés"
"AUCH_ACHA_108879603";"A0220180212000249886";"3760269310186";"Eurofeuille;AB Agriculture biologique";"Purée pour bébé"
"AUCH_ACHA_108880126";"A0220180222000356264";"3041091280749";"";"Dessert lacté à l'abricot et à la vanille, aromatisé, adapté à bébé"
"AUCH_ACHA_108880594";"A0220180302000286043";"3041091303295";"Eurofeuille";"Purée de légumes adaptée à bébé."
"AUCH_ACHA_108880613";"A0220180305000500708";"3041091289735";"Eurofeuille";"Purée de légumes et de viande adaptée à bébé."
"AUCH_ACHA_108880618";"A0220180302000549709";"3041091303417";"Eurofeuille";"Purée de légumes adaptée à bébé."
"AUCH_ACHA_108880757";"A0220180305000567449";"3041091303332";"Eurofeuille";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_108880690";"A0220180305000722356";"3041091303325";"AB Agriculture biologique;Eurofeuille";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_108888934";"A0220180622000654833";"3041091339928";"";"Préparation à base de céréales instantanées pour bébés, aromatisée."
"AUCH_ACHA_108896027";"A0220190115000547689";"3041091401250";"";"Purée de fruits adaptée à bébé."
"AUCH_ACHA_108898568";"A0220190301000578155";"3288131540948";"Eurofeuille;AB Agriculture biologique";"Mélange à base de fruits, lait de coco et riz bio. Aliment pour bébés"
"AUCH_ACHA_108898600";"A0220190301000237612";"3288131500232";"Eurofeuille;AB Agriculture biologique";"biscuit à l'huile essentielle de citron adapté aux enfants en bas âge"
"AUCH_ACHA_108898672";"A0220190306000739016";"3041091422149";"";"Plat à base de légumes et de poisson adapté à bébé."
"AUCH_ACHA_108898709";"A0220190307000576792";"3041091436238";"";"Plat à base de légumes et de poisson adapté à bébé."
"AUCH_ACHA_108898716";"A0220190307000974424";"3041091436214";"";"Plat à base de légumes, de viande et de poisson adapté à bébé."
"AUCH_ACHA_108898732";"A0220190308000216786";"3041091438560";"";"BLEDICHEF 230g Petits Spaghetti à la Bolognaise Dès 12 mois : Plat à base  de légumes et de viande adapté à bébé. BLEDICHEF 250g Cassolette de Patate Douce, Légumes et Poulet Dès 15 mois : Plat à base de féculents et de viande adapté à bébé."
"AUCH_ACHA_108898715";"A0220190307000293789";"3041091436313";"";"Plat à base de légumes et de viande adapté à bébé."
"AUCH_ACHA_108898737";"A0220190308000624294";"3041091438546";"";"BLEDICHEF 230g Petite Ratatouille et Duo de Poissons Dès 12 mois : Plat à base de légumes et de poisson adapté à bébé. BLEDICHEF 230g Purée onctueuse, Epinards et Saumon du Pacifique Dès 12 mois : Plat à base de légumes et de poisson adapté à bébé."
"AUCH_ACHA_108898852";"A0220190308000892393";"3041091436481";"";"Plat à base de légumes et de viande adapté à bébé"
"AUCH_ACHA_108898853";"A0220190308000573672";"3041091436641";"";"Plat à base de légumes et de viande adapté à bébé"
"AUCH_ACHA_108900420";"A0220190405000508524";"3041091438638";"";"BLEDICHEF 250g Farandole de Carottes et Pâtes Coquilles Dès 18 mois : Plat à base de légumes adapté à bébé. BLEDICHEF 250g Paëlla des tout-petits Dès 18 mois : Plat à base de légumes, de viande et de poisson adapté à bébé. BLEDICHEF 250g Blanquette de Volaille Dès 18 mois : Plat à base de féculents et de viande adapté à bébé."
"AUCH_ACHA_108919943";"A0219990708000521227";"3288131500201";"Eurofeuille;AB Agriculture biologique;Ecocert";"Biscuit à l'huile essentielle d'orange douce adapté aux nourrissons"
"AUCH_ACHA_127277310";"P02000000000ZMB";"7613287391476";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_127312440";"P02000000000ZN3";"7613287169617";"";"Aliment pour bébés. Légumes, riz et viande de jambon de porc."
"AUCH_ACHA_132847219";"P020000000011UI";"3041091677709";"";"Purée de légumes adaptée à bébé"
"AUCH_ACHA_132846755";"P020000000011U0";"3041091678287";"";"Purée de légumes et de viande adaptée à bébé"
"AUCH_ACHA_132846756";"P020000000011U3";"3041091678256";"";"Purée de légumes et de poisson adaptée à bébé"
"AUCH_ACHA_132846757";"P020000000011U2";"3041091678263";"";"Purée de légumes et de poisson adaptée à bébé"
"AUCH_ACHA_132846760";"P020000000011U7";"3041091678195";"";"Purée de légumes et de poisson adaptée à bébé"
"AUCH_ACHA_132847212";"P020000000011UE";"3041091677570";"";"Purée de légumes et de viande adaptée à bébé"
"AUCH_ACHA_132853289";"P020000000011UW";"3041091676931";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_132848644";"P020000000011US";"3041091677259";"";"Purée de légumes adaptée à bébé"
"AUCH_ACHA_132957926";"P020000000011V0";"3041091678133";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_132961250";"P020000000011VO";"3041091677655";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_133084685";"P02000000001212";"3041091678164";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_133084682";"P02000000001213";"3041091678188";"";"Purée de fruits adaptée à bébé"
"AUCH_ACHA_133786764";"P020000000012KX";"7613287235718";"Eurofeuille";"Dessert lacté biologique au cacao pour bébés"
"AUCH_ACHA_136741857";"P020000000014XC";"3041091701435";"AB Agriculture biologique";"Purée de légumes et de viande adaptée à bébé"
"AUCH_ACHA_136742680";"P020000000014YK";"3288131510897";"Eurofeuille;AB Agriculture biologique";"Spécialité lactée bio - aliment pour bébés"
"AUCH_ACHA_107033526";"A0220150309000223732";"3572731300560";"Marquage métrologique;Point vert";"MODILAC ACTIGEST 2 800G"
"AUCH_ACHA_107485520";"A0220110713000677579";"7613032506636";"Point vert";"Lait de suite en poudre de 6 mois jusqu'à 1 an"
"AUCH_ACHA_107485524";"A0220110713000596503";"7613032405687";"";"Lait pour nourrissons en poudre de la naissance jusqu'à 6 mois"
"AUCH_ACHA_107485775";"P02000000000MG2";"7613038317922";"";"Lait pour nourrisson en poudre dès la naissance jusqu'à 6 mois"
"AUCH_ACHA_107485541";"A0220170811000759263";"7613036217316";"AB Agriculture biologique;Eurofeuille";"Lait pour nourrissons en poudre de la naissance jusqu'à 6 mois"
"AUCH_ACHA_107485639";"A0220170901000442046";"7613036217378";"AB Agriculture biologique;Eurofeuille";"Lait de suite pour nourrissons à partir de 10 mois et aliment lacté en poudre pour enfants en bas âge"
"AUCH_ACHA_107485755";"A0220190212000477321";"7613036999717";"Point vert";"Lait de suite en poudre de 6 mois jusqu'à 1 an"
"AUCH_ACHA_107485858";"A0220020408000051686";"3033710068630";"";"Lait pour nourrissons liquide dès la naissance jusqu'à 6 mois"
"AUCH_ACHA_108739938";"A0220181003000653934";"3288111545178";"Fabriqué en France";"Lait de suite en poudre."
"AUCH_ACHA_108739939";"A0220181003000579652";"3288111545161";"Fabriqué en France;Point vert";"Préparation pour nourrissons en poudre"
"AUCH_ACHA_108739943";"A0220181003000053813";"3288111545185";"";"Lait de suite en poudre à partir de 10 mois et aliment lacté en poudre destiné aux enfants en bas âge à partir de 1 an."
"AUCH_ACHA_108739947";"P02000000000NWG";"3288114180024";"Eurofeuille;AB Agriculture biologique";"LAIT DE SUITE POUR NOURRISSONS À PARTIR DE 10 MOIS ET ALIMENT LACTÉ LIQUIDE POUR ENFANTS DE 1 À 3 ANS ISSU DE L’AGRICULTURE BIOLOGIQUE, STÉRILISÉ UHT."
"AUCH_ACHA_108816563";"P02000000000G2Z";"3041091439987";"";"Lait pour nourrissons en poudre"
"AUCH_ACHA_108816574";"P02000000000G3O";"3041091477163";"";"Lait pour nourrissons en poudre"
"AUCH_ACHA_108818608";"P02000000000HGB";"3041091510891";"";"Lait pour nourrissons."
"AUCH_ACHA_108818879";"P02000000000I0O";"3288131580531";"AB Agriculture biologique;Eurofeuille";"Lait de suite biologique en poudre pour nourrissons à partir de 10 mois et aliment lacté biologique en poudre pour enfants en bas âge."
"AUCH_ACHA_108819927";"P02000000000JLR";"3288131580326";"Eurofeuille;AB Agriculture biologique";"lait de suite biologique en poudre pour nourrissons de 6 à 12 mois"
"AUCH_ACHA_108823458";"P02000000000NKB";"4062300366992";"Eurofeuille;AB Agriculture biologique;Marquage métrologique;Point vert";"Lait biologique pour nourrissons"
"AUCH_ACHA_108845952";"A0220131206000351812";"3041090796562";"";"Aliment lacté en poudre destiné aux enfants en bas-âge."
"AUCH_ACHA_108858447";"A0220160226000420320";"3041091099723";"";"Aliment lacté en poudre destiné aux enfants en bas-âge"
"AUCH_ACHA_154934937";"P020000000018VD";"3533631186289";"";"Lait de suite pour nourrissons à partir de 10 mois et aliment lacté liquide  chocolaté destiné aux enfants en bas âge  Lait de suite pour nourrisson et aliment lacté liquide  chocolaté destiné aux enfants en bas âge "
"AUCH_ACHA_104502646";"A0220190404000279993";"3254562799934";"Eurofeuille";"Céleri râpé en sauce rémoulade (28,9%), issu de l’agriculture biologique."
"AUCH_ACHA_104502847";"A0220170925000024980";"3469164006629";"Point vert";"Préparation à base de crevettes"
"AUCH_ACHA_104502808";"A0220180918000039272";"3254560392724";"";"Cake salé aux légumes"
"AUCH_ACHA_104503337";"A0220150410000806566";"3254568065668";"Point vert";"Garniture de viandes, légumes frais et sauce pour couscous"
"AUCH_ACHA_104566283";"A0220110120000240986";"3175681091795";"Eurofeuille;Ecocert;AB Agriculture biologique";"Spécialité végétale biologique à base de soja"
"AUCH_ACHA_104566286";"A0220070222000030431";"3434221543164";"";"Potjevleesch désossé 750g"
"AUCH_ACHA_104566285";"A0220070206000013026";"3259011033973";"Eurofeuille";"Spécialité végétale à base de soja, issue de l'agriculture biologique"
"AUCH_ACHA_104623896";"A0220191113000026716";"3181580280666";"";"PATE FEUILLETEE GARNIE AU JAMBON CUIT STANDARD ET A L'EMMENTAL"
"AUCH_ACHA_104758217";"A0220160615000042378";"3254560423787";"Point vert";"AProduit à base de viande de bœuf avec protéines végétales cuite accompagné d'une sauce à base de tomates pelées concassées et de pâtes alimentaires cuites"
"AUCH_ACHA_104758254";"A0220151117000012997";"3254560129979";"Point vert";"Paella au poulet et aux fruits de mer"
"AUCH_ACHA_104776299";"A0220200804000020274";"3572174879548";"";"Pizza garnie au jambon cuit et aux champignons"
"AUCH_ACHA_104775967";"P02000000000400";"3760269070271";"";"Wok de nouilles chinoises 300g"
"AUCH_ACHA_104776352";"A0220200206000800347";"3366760045215";"";"PAD THAÏ AU POULET - NOUILLES DE RIZ, POULET RÔTI, OMELETTE 330G"
"AUCH_ACHA_104776367";"A0220190507000021755";"3254560217553";"";"NEM PORC 65GX4 + SAUCE"
"AUCH_ACHA_104776375";"A0220190612000383735";"3254563837352";"";"CREPES JAMBON FROMAGE  AUCHAN LE TRAITEUR"
"AUCH_ACHA_104776660";"A0220140326000678514";"3254566785148";"";"Auchan cocktail apéritif +sauce 650g"
"AUCH_ACHA_104776736";"A0220130618000651127";"3338310000296";"";"Parmentier au Bœuf de l'Aubrac 750gr"
"AUCH_ACHA_104776313";"A0220200921000840548";"3366760017960";"";"SAUCE NUOC MAM EN POT FE 24X100G"
"AUCH_ACHA_104776359";"A0220190507000024393";"3254560243934";"";"8 galettes de blé garnies à base de viande de poulet 25g + 1 sauce aigre douce 20g"
"AUCH_ACHA_104776451";"A0220180913000030557";"3366760043310";"";"6 PERLES DE COCO 180G"
"AUCH_ACHA_104776694";"A0220140624000794611";"3254567946111";"";"Auchan feuilleté jambon emmental x2 220g"
"AUCH_ACHA_104776793";"A0220040804000017141";"3254560171411";"";"Nem crevette 65gx4 Auchan Le Traiteur"
"AUCH_ACHA_104791206";"P020000000004T0";"3760269070196";"";"raviolis Siao pao aux crevettes"
"AUCH_ACHA_104815944";"A0220140604000792825";"3242272503057";"";"Pizza composée de 40% de pâte fine et 15% de chorizo cuit"
"AUCH_ACHA_104822741";"P02000000000VNI";"3760257090717";"Eurofeuille;AB Agriculture biologique;V-Label végan";"BOULETTES DE POIS CHICHES BIO PATATE DOUCE CURCUMA 180G"
"AUCH_ACHA_104822746";"P02000000000VNB";"3760257090724";"Eurofeuille;AB Agriculture biologique;V-Label végan";"BOULETTES LENTILLES VERTES BIO COURGETTES MENTHE 180G"
"AUCH_ACHA_104859416";"A0220140402000790219";"3254567902193";"";"Pâte feuilletée garnie de ris de veau, de crème et de champignons"
"AUCH_ACHA_104899833";"P020000000001J5";"7613035694897";"V-Label végétarien";"Spécialité végétarienne à base d'épinards 22,5% et fromage 17,4%"
"AUCH_ACHA_104901118";"P02000000000UWA";"3273230394196";"";"Préparation de jambon de porc cuite"
