"cui";"Marque commerciale eCommerce";"Libellé Web";"Quantité vendue"
"P020000000011V0";"BLEDINA";"Petit pot dessert pommes pêches dès 4/6 mois";"4x130g"
"P020000000011VO";"BLEDINA";"Petit pot dessert cocktail de fruits dès 6 mois";"4x130g"
"P02000000001212";"BLEDINA";"Petit pot pommes poires dès 4/6 mois";"4x130g"
"P02000000001213";"BLEDINA";"Petit pot dessert poires dès 4/6 mois";"2x130g"
"P020000000012KX";"NESTLE";"P'tit brassé petit pot dessert lacté cacao bio dès 6 mois";"4x90g"
"P020000000014XC";"BLEDINA";"Petit pot écrasé de carottes haricots verts et boeuf dès 8 mois";"2x200g"
"P020000000014YK";"BABYBIO";"Petit pot brassé chèvre abricot d'Occitanie et banane bio dès 6 mois";"2x130g"
"A0220110713000596503";"NESTLE";"Nidal 1 lait 1er âge en poudre dès la naissance";"800g"
"A0220110713000677579";"NESTLE";"Nidal 2 lait 2ème âge en poudre dès 6 mois";"800g"
"A0220131206000351812";"BLEDINA";"Blédilait lait de croissance en poudre dès 12 mois";"1,6kg"
"A0220150309000223732";"MODILAC";"Actigest lait 2ème âge épaissi en poudre dès 6 mois";"800g"
"A0220160226000420320";"GALLIA";"Calisma 3 lait de croissance en poudre bag in box dès 12 mois";"1,2kg"
"A0220170811000759263";"GUIGOZ";"Lait 1er âge en poudre bio dès la naissance";"800g"
"A0220170901000442046";"GUIGOZ";"Lait de croissance en poudre bio dès 10 mois";"800g"
"A0220020408000051686";"GUIGOZ";"Optipro 1 lait 1er âge liquide dès la naissance";"6x50cl"
"A0220181003000653934";"CELIA LABORATOIRE";"Lait 2ème âge en poudre dès 6 mois";"800g"
"A0220181003000579652";"CELIA LABORATOIRE";"Lait 1er âge en poudre dès la naissance";"800g"
"A0220181003000053813";"CELIA LABORATOIRE";"Lait de croissance en poudre dès 10 mois";"800g"
"A0220190212000477321";"GUIGOZ";"Guigozgest 2 lait 2ème âge en poudre épaissi dès 6 mois";"820g"
"P02000000000G2Z";"BLEDINA";"Blédilait 1 lait 1er âge en poudre dès la naissance à 6 mois";"900g"
"P02000000000G3O";"GALLIA";"Calisma 1 lait 1er âge en poudre dès la naissance";"1,2kg"
"P02000000000HGB";"GALLIA";"Galliagest premium 1 lait 1er âge en poudre dès la naissance";"820g"
"P02000000000I0O";"BABYBIO";"Caprea 3 lait de croissance au chèvre en poudre dès 10 mois";"800g"
"P02000000000JLR";"BABYBIO";"Optima 2 lait 2ème âge en poudre dès 6 mois";"800g"
"P02000000000MG2";"GUIGOZ";"Lait infantile dès la naissance jusqu'à 6 mois";"800g"
"P02000000000NKB";"HIPP";"Lait de croissance bio en poudre Ccombiotic 1 dès la naissance";"800g"
"P02000000000NWG";"EVEIL";"Lait croissance bio liquide dès 10 mois";"6x1l"
"P020000000018VD";"CANDIA BABY";"3 lait de croissance liquide au chocolat dès 10 mois";"6x25cl"
"A0220081107000013943"
"P020000000001R1";"MARIE";"Poulet à la crème et aux champignons";"280g"
"A0220150925000864556";"SIMON";"Tartinable de surimi crabe tourteau et fromage frais";"300g"
"A0220150210000804062";"MARIE";"Canard confit et pommes de terre";"300g"
"A0220140917000798531";"MAISON SAPRESTI";"Panini 3 fromages micro-ondable";"160g"
"A0220140820000797261";"SODEBO";"Xtrem Box Radiatori lardons et raclette";"400g"
"A0220120213000021905";"SODEBO";"Salade & Compagnie Antibes Thon Crudités Riz sans couverts";"320g"
"A0220110429000365630";"AUCHAN";"Pizza reine au jambon et aux champignons";"450g"
"A0220100823000042544";"JARDIN BIO ETIC";"Salade de quinoa aux châtaignes";"160g"
"A0220070216000023612";"MARIE";"Petites gambas et tagliatelles au pesto";"280g"
"A0220080520000219758";"SIMON";"Filet américain préparé";"300g"
"A0220070207000014666";"SODEBO";"Sandwich Mega Baguette Viennois Thon Oeuf Mayo ";"270g"
"A0220010402000808847";"MARIE";"Pâte sablée pur beurre";"250 g"
"A0219970421000020338";"STOEFFLER";"Flammekueche gratinée à l'emmental";"350g"
"A0219880322000013005";"PIERRE SCHMIDT";"Bûchette pâtissière emmental râpé et sauce onctueuse";"520g"
"A0219900123000010119";"MARIE";"Cabillaud sauce citron et riz aux petits légumes";"290g"
"A0219821123000012244";"SCHMIDT";"Tourte alsacienne au Riesling";"500g"
"A0220140604000792819";"SODEBO";"Pizza 4 fromages";"470g"
"A0220140604000792830";"SODEBO";"Pizza Dolce 4 Formaggi ";"380g"
"A0220090914000041170";"SAPRESTI";"Coquille noix de St-Jacques champignons";"2x120g"
"A0220140616000793702";"SODEBO";"La Pizz' Pizza aux 4 fromages";"470g"
"A0220060818000038667";"AUCHAN";"Couscous poulet et merguez";"1kg"
"A0220011210000042113";"LUSTUCRU";"Ravioli Jambon Fromage";"300g"
"A0220140904000797838";"LUSTUCRU";"Gnocchi à Poêler Extra Fromage";"280g"
"A0220061218000030003";"LUSTUCRU";"Gnocchi";"650g"
"A0220141210000801695";"SAINT JEAN";"Ravioles du Dauphiné au comté AOP label rouge";"720g"
"A0220111212000033019";"SAINT JEAN";"Suprêmes soufflés au brochet sauvage";"480g"
"A0220080214000032246";"SAINT JEAN";"Sauce Nantua aux écrevisses";"200g"
"A0220151222000018588";"SOJASUN";"Steaks de soja et légumes du jardin";"200g"
"A0220050728000040217";"AUCHAN";"Cordon bleu de dinde";"400g"
"A0220020304000548084";"SOJASUN";"Steak végétal aux tomates et basilic";"200g"
"A0220150611000809346";"BONDUELLE";"Taboulé au poulet rôti";"500g"
"A0220090831000237994";"HORVAT";"Spätzlis";"1kg"
"A0219981106000654121";"FLEURY MICHON";"Paëlla Valenciana";"400g"
"A0219950223000011024";"MAISON TINO";"Tielles sétoises";"420g"
"A0220000922000805918";"AUCHAN MMM!";"Crêpes bretonnes de froment, sucrées";"240g"
"A0219940323000049174";"SANS MARQUE";"Spätzle à poêler";"500g"
"A0220070222000030431";"KALIFRAIS";"Potjevleesch désossé en bocal";"750g"
"A0219931029000048865";"KALIFRAIS";"Potjevleesch Dunkerquois";"750g"
"A0220110406000028816";"PERE DODU";"Escalopes cordon bleu au comté fondu";"200g"
"A0220140325000678465";"PERE DODU";"Escalope cordon bleu de poulet";"400g"
"A0220061020000387501";"LARTIGUE";"Foie gras de canard entier du Sud-Ouest mi-cuit";"300g"
"A0220140911000798255";"AUCHAN";"Sandwich club jambon et emmental";"140g"
"A0220130919000657523";"SCHNEIDER";"Knepfle aux oeufs frais";"600g"
"A0220130923000657655";"DAUNAT";"Le chicken burger avec du poulet français";"180g"
"A0220110607000016053";"SCHNEIDER";"Pâte pour galettes de pommes de terre";"1kg"
"A0220090216000044880";"DAUNAT";"Mini sandwich au jambon et à l'emmental";"130g"
"A0220071127000549224";"TE GUSTA";"Tortilla aux pommes de terre et aux oignons";"500g"
"P020000000004ST";"AUCHAN";"Girasole farcie au pesto basilic et pignon";"250g"
"A0220100414000652465";"AUCHAN";"Mini pizza jambon fromage";"180g"
"P020000000003LI";"AUCHAN";"Quiche Lorraine aux lardons et emmental";"130g"
"A0220130829000656185";"CHARAL";"Original Burger au Bacon";"930g"
"A0220150824000862585";"LUSTUCRU";"Box Pâtes Tortellini Sauce 4 Fromages sans couverts";"360g"
"A0220150824000862586";"LUSTUCRU";"Box Pâtes Serpentini Sauce Carbonara sans couverts";"360g"
"P020000000001HN";"HERTA";"Boulettes végétal de légumes";"200g"
"P0200000000008Z";"LA TOQUE ANGEVINE";"Pizza aux 3 fromages";"450g"
"P020000000000Q3";"SODEBO";"Salade Garden Caesar poulet rôti sauce Caesar sans couverts";"240g"
"P020000000000VH";"AUCHAN GOURMET";"Ravioles au chèvre et fines herbes";"240g"
"P0200000000014X"
"P020000000001DL";"AUCHAN";"Verrine saumon fromage et concombre";"160g"
"P020000000001J5";"HERTA";"Pavé gourmand végétal épinard et fromage";"180g"
"P020000000001O9";"AUCHAN";"Salade Italienne avec dès de poulet rôti sans couverts";"200g"
"P020000000001PI";"MARIE";"Burger bacon boeuf charolais emmental sauce aux 2 poivres";"180g"
"P020000000001PK";"MARIE";"Burger rustique au boeuf charolais emmental sauce 2 moutardes";"180g"
"P020000000003PP";"MAISON MONTFORT";"Foie gras de canard entier du Sud-Ouest cuit au torchon";"200g"
"P020000000003XZ";"AUCHAN"
"P02000000000400";"WEI MING";"Wok de nouilles Chinoises";"300g"
"P02000000000403";"WEI MING";"Wok de nouilles au poulet et curry";"300g"
"P020000000004BY";"SODEBO";"Box radiatori poulet bacon sans couverts";"400g"
"P020000000004T0";"WEI MING";"Ravioli aux crevettes";"250g"
"A0220151113000012678";"SODEBO";"Pizza l'Ovale Lardons & Chèvre affiné";"200g"
"A0220151001000864725";"AUCHAN MIEUX VIVRE";"Pâte feuilletée sans gluten";"280 g"
"A0220150616000809868";"ORIENTAL VIANDES";"Bloc de foie gras de canard halal";"200g"
"A0220150218000804330";"MARIE";"Hachis parmentier crème fraiche point de muscade";"2x300g"
"A0220140826000797414";"CHARAL";"Langue de boeuf sauce piquante";"300g"
"A0220140821000797272";"SODEBO"
"A0220140724000796507";"SODEBO";"La Pizz' Pizza jambon emmental";"470g"
"A0220140625000794738";"AUCHAN";"Foie gras de canard entier";"125g"
"A0220140617000793818";"AUCHAN";"Spaghetti aux oeufs frais";"250g"
"A0220140604000792825";"SODEBO";"Pizza au chorizo";"470g"
"A0220140227000659642";"HERTA";"Pâte feuilletée allégée";"230 g"
"A0220130913000657048";"AUCHAN";"Fusilli à la bolognaise";"350g"
"A0220120813000032912";"AUCHAN BIO";"Pâte à pizza";"230g"
"A0220120724000545276";"BIGARD";"Ris de veau sauce aux morilles";"500g"
"A0220120224000039036";"LA BELLE HENRIETTE";"Champignons ail et fines herbes";"300g"
"A0220111220000040373";"CÉRÉAL BIO";"Galette de céréales orge chèvre et miel";"200g"
"A0220110406000034123";"WEIGHT WATCHERS";"Quiche Lorraine sans pâte";"135g"
"A0220101108000015297";"AUCHAN";"Samossas aux légumes";"270g"
"A0220090611000021063";"PASO";"Préfou au chèvre";"350g"
"A0220090623000041908";"AUCHAN";"Pâte feuilletée épaisse";"280g"
"A0220090210000025561";"AUCHAN BIO";"Ravioli ricotta et épinards";"250g"
"A0220080829000039874";"AUCHAN BIO";"Ravioli aux 3 fromages";"250g"
"A0220080707000013825";"LES RECETTES DE JULIETTE";"Confit d'airelles et pommes";"40g"
"A0220060830000042243";"AUCHAN";"Acras de morue sauce rougail";"220g"
"A0220051117000032569";"AUCHAN ESSENTIEL";"Bloc de foie gras de canard";"190g"
"A0220050317000049817";"CHARAL";"Cheeseburger";"145g"
"A0220050310000040933";"SODEBO";"Sandwich au pain suédois au poulet tandoori";"135g"
"A0220041230000245343";"FLEURY MICHON";"Poulet et risotto aux cèpes";"280g"
"A0220110120000240986";"CÉRÉAL BIO";"Tofu soyeux prêt à cuisiner";"400g"
"A0220070206000013026";"CÉRÉAL BIO";"Tofu aux herbes";"250g"
"P0200000000055J";"CÉRÉAL BIO";"Galette aux céréales fromage de brebis et tomates confites";"200g"
"A0220120830000546537";"LES FRERES ADAM";"Garniture pour flammekueche";"500g"
"A0220101124000037855";"METZGER";"Tourte au riesling d'Alsace avec croûte pur beurre";"500g"
"A0220100319000650571"
"A0220010911000650111";"PERE DODU";"Nuggets de poulet";"800g"
"A0220020711000038090";"AUCHAN GOURMET";"Foie gras d'oie entier cuit au torchon";"450g"
"A0219970915000038203";"AUCHAN";"Bloc de foie gras de canard avec morceaux du Sud-Ouest ";"450g"
"A0220150414000806823";"CHARAL";"Hâché spécial cheese burgers + bacon burgers";"600g"
"P020000000005P1";"AUCHAN";"Escalope panée végétal";"200g"
"A0220130712000654406";"SANS MARQUE";"Tagliatelles aux légumes du soleil et à la viande de porc";"450g"
"A0220010511000019738";"LUCULLUS";"Véritable Lucullus de Valenciennes";"250g"
"A0220030109000548530";"PATRICK VERRIERE";"Gâteau de foie de volaille à la sauce financière";"480g"
"A0220080507000038326";"TOURTONS DU CHAMPSAUR";"Petits chaussons garnis de purée de pomme de terre et reblochon";"260g"
"A0220170925000024980";"SAVEURS CREOLES";"Acras de crevettes Martinique";"200g"
"A0220170804000011085";"SANS MARQUE";"Moussaka légère façon millefeuille";"1kg"
"A0220150410000806566";"AUCHAN LE TRAITEUR";"Couscous aux légumes frais et à la viande";"1kg"
"A0220141009000799465";"MAISON TINO";"Parmentier de poulet";"750g"
"A0220141126000800954";"SANS MARQUE";"Pizza savoyarde fromage à raclette et jambon";"570g"
"A0220140311000670607";"AUCHAN LE TRAITEUR";"Céleri rémoulade";"200g"
"A0220140624000794595";"AUCHAN LE TRAITEUR";"Hachis parmentier";"300g"
"A0220130618000651123";"MAISON TINO";"Parmentier de canard";"750g"
"A0220080724000027909";"AUCHAN LE TRAITEUR";"Pizza crue Reine jambon champignons";"610g"
"A0220080724000028021";"AUCHAN LE TRAITEUR";"Pizza crue au fromage à raclette et au jambon cru sec";"580g"
"A0220080519000047540";"AUCHAN LE TRAITEUR";"Tresse jambon et fromage";"240g"
"A0220040804000017141";"AUCHAN LE TRAITEUR";"Nems aux crevettes";"280g"
"A0220160615000042378";"AUCHAN LE TRAITEUR";"Boulettes de boeuf et fusilli";"300g"
"A0220160610000041464";"AUCHAN LE TRAITEUR";"Boulettes au bœuf et à la sauce tomate";"300g"
"A0220151117000012997";"AUCHAN LE TRAITEUR";"Paëlla au poulet et aux fruits de mer";"350g"
"A0220130618000651127";"MAISON TINO";"Parmentier de boeuf race Aubrac";"750g"
"A0220160316000029825";"PIERRE SCHMIDT";"La Recette du Traiteur Flam'Kueche timbres de lardons oignons";"600g"
"A0220140514000791727";"LA TRATTORIA";"Gnocchi farcis à la tomate et à la mozzarella";"400g"
"A0220130618000651124";"MAISON TINO";"Brandade de morue";"800g"
"A0220140514000791729";"LA TRATTORIA";"Gnocchi farcis au gorgonzola AOP";"400g"
"A0220140325000676932"
"A0220080625000646706";"TOURTONS DU CHAMPSAUR";"Ravioles du Champsaur";"170g"
"A0220080724000027960";"AUCHAN LE TRAITEUR";"Pizza crue aux 4 fromages";"590g"
"A0220040719000239390";"AUCHAN LE TRAITEUR";"Préparation à base de beurre d'ail et de persil";"250g"
"A0220150327000806233";"AUCHAN LE TRAITEUR";"Salade de gambas";"200g"
"A0220140624000794601"
"A0220140624000794611";"AUCHAN LE TRAITEUR";"Feuilleté au jambon et à l'emmental  ";"220g"
"A0220070628000241637";"LES SAVEURS DE MAMIE";"Confit d'oignon nature";"220g"
"A0220121204000012034";"LE PETIT CUISINIER";"Yakitori de poulet sauce soja";"120g"
"A0220140402000790219"
"A0220151110000012275";"PIERRE SCHMIDT"
"P020000000006BU";"PERE DODU";"Nuggets aux filets de poulet";"220g"
"P020000000006J2";"RANA";"Ravioli au blé complet épinards ricotta et fromage burrata bio";"250g"
"A0220140326000678514";"AUCHAN LE TRAITEUR";"Cocktail apéritif + sauce";"650g"
"P020000000006UC";"AUCHAN GOURMET";"Foie gras entier de canard du Sud-Ouest cuit au torchon";"240g"
"P02000000000787";"AUCHAN";"Assaisonnement Beurre à l'ail et persil";"250g"
"A0220160613000041957";"AUCHAN LE TRAITEUR";"Galette crue orientale chorizo et poivrons";"258g"
"A0220160613000041949";"AUCHAN LE TRAITEUR";"Galette crue norvégienne";"270g"
"A0220180913000030557";"AGIS";"Collection d'Asie Perles de coco";"180g"
"A0220180914000032164";"SANS MARQUE";"poulet de légumes asiatique";"300g"
"A0220180918000039272";"AUCHAN LE TRAITEUR";"Cake aux légumes";"260g"
"A0220180925000045475";"SANS MARQUE";"Quiche lorraine lardons fumés emmental";"375g"
"P02000000000891";"DIAMANT NOIR";"Foie gras entier de canard";"180g"
"P02000000000899";"SANS MARQUE";"Pâte sablée";"230g"
"P020000000008LU";"MIX";"Salade & céréales poulet avocat oeuf";"250g"
"P020000000008MH";"AUCHAN GOURMET";"Pâte sablée au beurre frais";"230 g"
"P020000000008N9";"FLEURY MICHON";"Poulet avec riz au pavot et carottes sauce curry";"340g"
"P020000000008QS";"SOJASUN";"Galette végétale le bistrot";"180g"
"P020000000008W6";"DAUNAT";"Sandwich tartinade mini thon";"130g"
"P020000000009NL";"DEFROIDMONT";"Flamiche au Maroilles";"360g"
"A0220190404000279993";"AUCHAN LE TRAITEUR";"Céleri rémoulade bio";"200g"
"P02000000000A55";"DESSAINT";"Crêpes nature sans sucre ajouté extra moelleuse";"600g"
"A0220190507000024393";"AUCHAN LE TRAITEUR";"Samossa au poulet et curry";"220g"
"A0220190507000021755";"AUCHAN LE TRAITEUR";"Nems au porc";"4x65g"
"A0220190604000382780";"L'ATELIER DU FOIE GRAS";"Foie gras entier de canard du Sud-Ouest";"270g"
"A0220190604000383328";"SANS MARQUE";"Foie gras de canard entier au piment d'Espelette";"200g"
"P02000000000B37";"ISALI";"Poulet korma et riz basmati ";"300g"
"A0220190612000383735";"AUCHAN LE TRAITEUR";"Crêpes de froment jambon emmental";"280"
"A0220190621000394960";"SANS MARQUE";"Préfou Truffe noire 1% sauce au brie";"275g"
"P02000000000DBV";"SAINT JEAN";"Pates fraiches farcies au St Marcellin et noix du Dauphiné";"250g"
"P02000000000DBY";"SAINT JEAN";"Pâtes fraîches farcies au fromage boursin ail et fines herbes";"250g"
"P02000000000DZ4";"FLEURY MICHON";"Michon paella Valenciana";"2x400g"
"P02000000000EFC";"BONI";"Spaetzle";"400g"
"P02000000000ETA";"BIGARD";"Joue de bœuf cuite et jus façon carbonade";"400g"
"P02000000000EUH";"JULHES";"Petit salé aux lentilles";"350g"
"P02000000000F4V";"LES RECETTES APERITIVES DE LILY";"Préfou chèvre figue et miel";"280g"
"P02000000000F9P";"AUCHAN MMM!";"Dos de cabillaud provençale et écrasé de pommes de terre";"280g"
"P02000000000FVW";"TANTE GERMAINE";"Ravioles roulées aux épinards et ricotta";"340g"
"P02000000000HJ8";"LUSTUCRU";"Girasoli cuisinés aux tomates mozzarella et basilic";"2x260g dont 68% sur le 2ème "
"A0220191113000026716";"QUALITE TRAITEUR";"Feuilleté jambon fromage cuisiné avec une pointe de muscade";"6x100g"
"P02000000000L0L";"DAUNAT";"Salade champêtre poulet rôt emmental et mimolette sauce moutarde à l'ancienne";"320g"
"A0220200206000800347";"COLLECTION D'ASIE";"Pad thaï nouilles de riz omelette et poulet rôti";"330g"
"P02000000000LJU";"MARIE";"Quiche Lorraine aux lardons fumés crème fraîche et emmental";"400g"
"P02000000000LRO";"SODEBO";"Xtrem Box Radiatori Chorizo sans couverts";"400g"
"A0220200226000026431";"ROTISSERIE";"Poulet rôti entier nourri sans OGM et élevé sans antibiotique";"780g"
"P02000000000MF9";"MARIE";"Tarte végétale aux légumes du soleil";"350g"
"P02000000000MZC";"MIX";"Pizza Gusto chèvre miel et noisettes";"380g"
"P02000000000NCJ";"BONDUELLE";"Salade Piemontaise au jambon et tomates fraîches";"320g"
"P02000000000NEB";"DAUNAT";"XXL SUEDOIS THON CRUDITES DAUNAT 210G";"210g"
"P02000000000O3Q";"BONDUELLE";"Taboulé de poulet rôti";"2x300g"
"P02000000000O9D";"AUCHAN";"Préfou beurre et ail";"280g"
"P02000000000PYQ";"AUCHAN ESSENTIEL";"Bloc de foie gras de canard";"190g"
"P02000000000Q0L";"JEAN LARNAUDIE";"Foie gras entier de canard mi-cuit au torchon";"400g"
"P02000000000Q4D";"DAUNAT";"Caesar poulet œuf & grana padano sauce Caesar";"320g"
"P02000000000QHI";"SANS MARQUE";"Bouchée à la reine volaille";"2x150g"
"A0220200602000015038";"LES SAVEURS DE MAMIE";"Confit de fruits rouges bio";"60g"
"A0220200610000545295";"L'ITALIE DES PIZZAS";"Pizza contadina pancetta dolce et petites tomates séchées";"550g"
"A0220200610000542749";"L'ITALIE DES PIZZAS";"Pizza 4 fromages ";"550g"
"A0220200610000541078";"L'ITALIE DES PATES";"Cappelletti au jambon cru ";"250g"
"P02000000000RUS";"CÉRÉAL BIO";"Emincés soja et blé";"130g"
"A0220200707000029181";"LES ÉDITIONS FESTIVES";"Mini préfou saumon aneth ail persil noix St Jacques";"375g"
"A0220200804000020274";"CASA LEONARDO";"Pizza Reine";"510g"
